Comm_Effectiveness,Info_Exchange,Social_Cohesion,Satisfaction,Trust,Subj_Connection,Viability,Psych_Safety,Proximity_Bias,Session_Id,Condition
0.01895798518994117,-0.07488758758644543,-0.38213443198562735,0.6799810409836339,0.42191169432485237,-0.30393309120137274,-0.8035145924481402,-1.6992870300860325,0.7575757575757576,1,0
-0.10732336725336221,0.9515256339394781,-1.0628391857297803,0.6799810409836339,-0.4173660924116718,-0.23716007470459952,0.8489165389594604,-0.654614971441235,0.4146341463414634,2,1
0.7777854804733084,0.9515256339394781,0.04330603910446755,0.6799810409836339,0.22105889066141046,0.17089724833123826,-0.646656180598676,0.9031577837457513,0.6896551724137931,3,0
-0.9386756041717738,-1.885107269186709,2.000332206118906,-0.9191958631993657,-0.18064671666547252,-2.1119409224986243,0.15988262455998986,0.09219161817458428,0.6,4,1
-0.01477951898786166,1.1744039334708205,-0.5523106204216655,1.1720354730399396,-1.5995745877072067,0.35352430199762785,0.24666435809704432,-0.12804181069216494,0.8666666666666667,5,0
-0.7621336233589837,-0.9986594869597755,0.46874651019456304,-1.6891699281763661,-0.29020279139098687,-1.238755322156202,-1.0930286533812341,0.1444302751564571,0.68,6,0
-1.9922325864416495,-2.2059169427545524,-1.1266552563932943,-1.8787020057091648,-2.4640259583130217,-0.6600558458508319,-1.6129442176969804,-2.020724586592124,0.5116279069767442,7,0
0.7348256519626903,0.19047778188123127,-0.9899065335429065,0.6799810409836339,-0.06766701460478693,-0.23716007470459952,-0.3174169098938103,-0.08084893307785944,0.7058823529411765,8,1
-0.8809899387529444,0.43147626836634395,2.1705083945549437,0.6799810409836339,0.42191169432485237,1.527555361281557,0.5689965112346749,-0.7597003264528395,0.7,9,1
0.029337274431856363,-0.8486452468906018,0.0046296326417316494,0.6799810409836339,0.42191169432485237,-0.6600558458508319,-1.0068495707715202,-0.4432546158895895,0.56,10,0
0.09627309893073976,0.20859796883500145,-1.8002693356192785,-0.5993604823627655,-0.33614566143717,-1.1209205871618957,-1.1105236551140336,-0.6175679310303641,0.4473684210526316,11,0
0.9513782569039619,0.9515256339394781,-0.38213443198562735,0.6799810409836339,-0.13760683016616373,0.35352430199762785,0.5689965112346749,0.4382727206794769,0.9259259259259259,12,0
2.421213390194341,0.5181511626285336,0.46874651019456304,-1.0258076568115668,0.9441289838498009,1.8328034366953787,0.5689965112346749,-0.09874967975914987,1.1538461538461537,13,1
-0.5222478109956433,-0.6486262601317039,-0.38213443198562735,-0.7415095405123664,-0.6225228847250446,-0.30393309120137274,-1.1466423683688436,1.02595761172552,0.7727272727272727,14,1
0.25998984493445004,0.20859796883500145,-0.5523106204216655,-0.5993604823627655,-0.8149187282342368,0.09670500777926798,-1.4434015259218846,2.618583666460296,0.7948717948717948,15,1
-0.3340557955038379,-1.2153467226152481,-0.260580011674172,-1.8787020057091648,-0.38842547907592984,-0.571025157188467,0.5689965112346749,-0.6741308230862507,0.717948717948718,16,1
1.317851896035344,0.9515256339394781,0.8090988870666392,0.6799810409836339,0.42191169432485237,0.4973431067599087,0.8729096841930114,0.6639777875304911,0.9642857142857143,17,1
-1.7360950967261677,0.17145158557977772,0.46874651019456304,0.6799810409836339,0.10858132060988294,-0.12587171387664348,1.5359929706475663,0.9488841833916134,0.8125,18,1
0.46274673806212085,0.9515256339394781,0.46874651019456304,0.6799810409836339,0.9441289838498009,-0.12587171387664348,0.5689965112346749,0.4382727206794769,0.7142857142857143,19,0
0.5661110978171264,0.9515256339394781,-0.6657614127123577,0.6799810409836339,0.8826916556703954,0.7644351727470029,1.7086709098284416,-0.5350803801155287,0.967741935483871,20,0
-0.34793737274366215,-0.7351209571085251,1.2541750722070462,0.6799810409836339,2.5308661327909903,2.099895502682473,0.962958031736223,0.4382727206794769,1.3333333333333333,21,1
